,Start Period,End Period,Risk-Free Rate ,Time in Market ,Cumulative Return ,CAGR%,Sharpe,Sortino,Max Drawdown ,Longest DD Days,Volatility (ann.) ,Calmar,Skew,Kurtosis,Expected Daily %,Expected Monthly %,Expected Yearly %,Kelly Criterion ,Risk of Ruin ,Daily Value-at-Risk ,Expected Shortfall (cVaR) ,Payoff Ratio,Profit Factor,Common Sense Ratio,CPC Index,Tail Ratio,Outlier Win Ratio,Outlier Loss Ratio,MTD ,3M ,6M ,YTD ,1Y ,3Y (ann.) ,5Y (ann.) ,10Y (ann.) ,All-time (ann.) ,Best Day ,Worst Day ,Best Month ,Worst Month ,Best Year ,Worst Year ,Avg. Drawdown ,Avg. Drawdown Days,Recovery Factor,Ulcer Index,Avg. Up Month ,Avg. Down Month ,Win Days %,Win Month %,Win Quarter %,Win Year %
87,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.98,1.38,-0.19,630,0.08,0.42,-0.59,8.61,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.19,0.63,1.0,3.54,3.62,0.02,0.02,0.05,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.07,1.01,0.02,-0.02,0.55,0.67,0.73,0.82
88,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.98,1.38,-0.19,630,0.08,0.42,-0.59,8.61,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.19,0.63,1.0,3.55,3.61,0.02,0.02,0.05,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.06,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
89,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.98,1.38,-0.19,630,0.08,0.42,-0.59,8.6,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.19,0.63,1.0,3.55,3.61,0.02,0.02,0.05,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.06,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
90,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.98,1.38,-0.19,630,0.08,0.42,-0.59,8.6,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.19,0.63,1.0,3.55,3.61,0.02,0.02,0.05,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.05,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
91,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.98,1.38,-0.19,630,0.08,0.42,-0.59,8.59,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.19,0.63,1.0,3.54,3.61,0.02,0.02,0.05,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.05,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
92,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.98,1.38,-0.19,630,0.08,0.42,-0.59,8.59,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,1.0,3.54,3.62,0.02,0.02,0.05,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.04,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
93,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.97,1.38,-0.19,635,0.08,0.42,-0.59,8.59,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,1.0,3.54,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.04,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
94,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.97,1.38,-0.19,635,0.08,0.42,-0.59,8.58,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,1.0,3.54,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.03,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
95,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.97,1.38,-0.19,635,0.08,0.42,-0.59,8.58,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,1.0,3.54,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.03,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
96,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.97,1.38,-0.19,635,0.08,0.42,-0.59,8.58,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,1.0,3.54,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.02,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
97,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.97,1.38,-0.19,635,0.08,0.42,-0.6,8.57,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,1.0,3.54,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.02,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
98,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.97,1.37,-0.19,635,0.08,0.42,-0.6,8.57,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,1.0,3.54,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.01,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
99,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.97,1.37,-0.19,635,0.08,0.42,-0.6,8.57,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,1.0,3.53,3.63,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.01,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
100,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.97,1.37,-0.19,635,0.08,0.42,-0.6,8.56,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,1.0,3.53,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.0,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
101,2004-01-02,2020-04-07,0.0,1.0,2.51,0.08,0.97,1.37,-0.19,635,0.08,0.42,-0.6,8.56,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.53,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,13.0,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
102,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.42,-0.6,8.56,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.53,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,12.99,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
103,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.42,-0.6,8.55,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.53,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,12.99,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
104,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.42,-0.6,8.55,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.53,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,12.98,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
105,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.42,-0.6,8.55,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,12.98,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
106,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.55,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.55,3.61,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,24,12.97,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
107,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.54,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.96,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
108,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.54,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.62,0.02,0.02,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.96,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
109,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.54,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.62,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.95,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
110,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.53,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.62,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.95,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
111,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.53,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.62,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.94,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
112,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.53,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.62,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.94,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
113,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.52,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.62,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.93,1.01,0.02,-0.02,0.55,0.66,0.73,0.82
114,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.52,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.62,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.93,1.01,0.02,-0.02,0.55,0.66,0.71,0.82
115,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.52,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.92,1.01,0.02,-0.02,0.55,0.66,0.71,0.82
116,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.52,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.18,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.92,1.01,0.02,-0.02,0.55,0.66,0.71,0.82
117,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.51,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.91,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
118,2004-01-02,2020-04-07,0.0,1.0,2.5,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.51,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.9,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
119,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.51,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.9,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
120,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.51,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.89,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
121,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.5,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.89,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
122,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.5,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.88,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
123,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.5,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.88,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
124,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.5,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.87,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
125,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.49,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.19,1.17,0.63,0.99,3.54,3.6,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.87,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
126,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.49,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.86,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
127,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.49,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.86,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
128,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.37,-0.19,635,0.08,0.41,-0.6,8.49,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.95,1.19,1.17,0.63,0.99,3.54,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.85,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
129,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.6,8.48,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.53,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.85,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
130,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.6,8.48,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.53,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.84,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
131,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.6,8.48,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.98,3.53,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.84,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
132,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.6,8.48,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.98,3.53,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.83,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
133,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.6,8.47,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.98,3.53,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.83,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
134,2004-01-02,2020-04-07,0.0,1.0,2.49,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.6,8.47,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.98,3.53,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.82,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
135,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.61,8.47,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.98,3.53,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.82,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
136,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.61,8.47,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.16,0.63,0.98,3.53,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.81,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
137,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.61,8.46,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.98,3.53,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.81,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
138,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.61,8.46,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.98,3.52,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.81,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
139,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.61,8.46,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.98,3.52,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.8,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
140,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.61,8.46,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.16,0.63,0.98,3.52,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.8,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
141,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.61,8.46,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.16,0.63,0.98,3.52,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.79,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
142,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.61,8.45,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.98,3.51,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.79,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
143,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.97,1.36,-0.19,635,0.08,0.41,-0.61,8.45,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.51,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.78,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
144,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.45,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.51,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.78,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
145,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.45,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.5,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.77,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
146,2004-01-02,2020-04-07,0.0,1.0,2.48,0.08,0.96,1.36,-0.19,635,0.08,0.41,-0.61,8.44,0.0,0.01,0.08,0.09,0.0,-0.01,-0.01,0.96,1.19,1.17,0.63,0.99,3.5,3.61,0.02,0.01,0.04,0.03,0.17,0.11,0.08,0.1,0.08,0.03,-0.06,0.11,-0.12,0.2,-0.1,-0.01,25,12.77,1.01,0.02,-0.02,0.55,0.65,0.71,0.82
